	Nationality	Date	Classification
56905	French	1894	Print
56906	Spanish	1948	Print
56907	Spanish	1948	Print
56908	Spanish	1948	Print
56909	Spanish	1948	Print
56910	Spanish	1948	Print
56911	Spanish	1948	Print
56912	Spanish	1948	Print
56913	Spanish	1948	Print
56914	Spanish	1948	Print
56915	Spanish	1948	Print
56916	Spanish	1948	Print
56917	Spanish	1948	Print
56918	Spanish	1948	Print
56919	Spanish	1948	Print
56920	Spanish	1948	Print
56921	Spanish	1948	Print
56922	"Mexican,"	1952	Print
56923	French	1958	Print
56924	American	1963	Print
56925	American	1964	Print
56926	Panamanian	1969	Print
56927	American	1963	Print
56928	American	1978	Print
56929	American	1980	Print
56930	American	1972	Print
56931	American	1983	Print
56932	American	1948	Print
56933	American	1948	Print
56934	American	1948	Print
56935	American	1991	Print
56936	Swiss	1990	Print
56937	French	1899	Print
56938	American	1933	Print
56939	American	1938	Print
56940	German	1908	Print
56941	American	1952	Print
56942	American	1963	Print
56943	American	1972	Print
56944	American	1978	Print
56945	American	1981	Print
56946	British	1983	Print
56947	American	1985	Print
56948	American	1947	Print
56949	American	1991	Print
56950	American	1991	Print
56951	American	1991	Print
56952	American	1991	Print
56953	American	1991	Print
56954	American	1991	Print
56955	American	1991	Print
56956	American	1983	Print
56957	French	1893	Print
56958	American	1933	Print
56959	French	1937	Print
56960	French	1895	Print
56961	American	1948	Print
56962	French	1949	Print
56963	French	1926	Print
56964	Canadian	1959	Print
56965	Italian	1962	Print
56966	American	1978	Print
56967	American	1980	Print
56968	German	1908	Print
56969	American	1984	Print
56970	American	1948	Print
56971	American	1948	Print
56972	Russian	1988	Print
56973	French	1889	Print
56974	German	1924	Print
56975	German	1924	Print
56976	German	1924	Print
56977	German	1924	Print
56978	German	1924	Print
56979	German	1924	Print
56980	German	1924	Print
56981	German	1924	Print
56982	German	1924	Print
56983	German	1924	Print
56984	French	1898	Print
56985	French	1935	Print
56986	Italian	1962	Print
56987	American	1978	Print
56988	British	1980	Print
56989	German	1976	Print
56990	American	1985	Print
56991	American	1948	Print
56992	American	1948	Print
56993	American	1948	Print
56994	American	1948	Print
56995	Russian	1991	Print
56996	American	1997	Print
56997	French	1894	Print
56998	American	1942	Print
56999	French	1898	Print
57000	American	1948	Print
57001	French	1930	Print
57002	Belgian	1896	Print
57003	French	1856	Print
57004	American	1978	Print
57005	American	1980	Print
57006	American	1983	Print
57007	American	1975	Print
57008	Swiss	1986	Print
57009	American	1947	Print
57010	American	1947	Print
57011	American	1947	Print
57012	American	1947	Print
57013	American	1947	Print
57014	American	1947	Print
57015	American	1989	Print
57016	Belgian	1888	Print
57017	French	1885	Print
57018	British	1945	Print
57019	French	1899	Print
57020	French	1925	Print
57021	Spanish	1930	Print
57022	Polish	1933	Print
57023	French	1857	Print
57024	American	1973	Print
57025	American	1978	Print
57026	American	1979	Print
57027	American	1984	Print
57028	Belgian	1962	Print
57029	American	1984	Print
57030	American	1947	Print
57031	American	1947	Print
57032	American	1947	Print
57033	American	1947	Print
57034	American	1947	Print
57035	American	1979	Print
57036	French	1886	Print
57037	Mexican	1943	Print
57038	German	1922	Print
57039	French	1898	Print
57040	French	1920	Print
57041	Spanish	1948	Print
57042	Japanese	1952	Print
57043	American	1911	Print
57044	French	1854	Print
57045	Canadian	1973	Print
57046	American	1978	Print
57047	American	1984	Print
57048	Belgian	1985	Print
57049	American	1978	Print
57050	American	1978	Print
57051	American	1978	Print
57052	American	1978	Print
57053	American	1978	Print
57054	American	1987	Print
57055	American	1948	Print
57056	American	1948	Print
57057	American	1948	Print
57058	American	1980	Print
57059	American	1980	Print
57060	American	1980	Print
57061	American	1980	Print
57062	American	1980	Print
57063	American	1980	Print
57064	British	1999	Print
57065	Mexican	1943	Print
57066	French	1897	Print
57067	French	1908	Print
57068	French	1894	Print
57069	Japanese	1951	Print
57070	German	1949	Print
57071	French	1861	Print
57072	American	1973	Print
57073	American	1977	Print
57074	American	1984	Print
57075	Mexican	1938	Print
57076	Estonian	1977	Print
57077	American	1948	Print
57078	American	1989	Print
57079	British	1998	Print
57080	Mexican	1943	Print
57081	French	1900	Print
57082	French	1895	Print
57083	French	1899	Print
57084	Japanese	1952	Print
57085	French	1897	Print
57086	Norwegian	1895	Print
57087	French	1861	Print
57088	French	1895	Print
57089	American	1973	Print
57090	American	1978	Print
57091	American	1985	Print
57092	American	1986	Print
57093	American	1987	Print
57094	American	1939	Print
57095	American	1974	Print
57096	Mexican	1991	Print
57097	American	1967	Print
57098	French	1902	Print
57099	Spanish	1943	Print
57100	French	1895	Print
57101	French	1910	Print
57102	Swiss	1949	Print
57103	Italian	1952	Print
57104	Canadian	1959	Print
57105	French	1861	Print
57106	American	1965	Print
57107	American	1973	Print
57108	American	1978	Print
57109	American	1985	Print
57110	Spanish	1984	Print
57111	American	1986	Print
57112	American	1987	Print
57113	American	1978	Print
57114	American	1993	Print
57115	American	1967	Print
57116	French	1895	Print
57117	French	1899	Print
57118	French	1953	Print
57119	German	1919	Print
57120	Canadian	1959	Print
57121	French	1861	Print
57122	Italian	1961	Print
57123	American	1912	Print
57124	American	1969	Print
57125	American	1983	Print
57126	American	1983	Print
57127	American	1986	Print
57128	American	1988	Print
57129	American	1974	Print
57130	American	1975	Print
57131	American	1967	Print
57132	French	1900	Print
57133	French	1899	Print
57134	French	1896	Print
57135	Belgian	1949	Print
57136	American	1956	Print
57137	German	1904	Print
57138	French	1868	Print
57139	American	1918	Print
57140	American	1973	Print
57141	Argentine	1978	Print
57142	German	1969	Drawing
57143	German	1969	Print
57144	American	1985	Print
57145	American	1986	Print
57146	American	1988	Print
57147	American	1974	Print
57148	American	1975	Print
57149	American	1970	Print
57150	French	1898	Print
57151	American	1942	Print
57152	French	1896	Print
57153	French	1896	Print
57154	French	1896	Print
57155	French	1896	Print
57156	French	1890	Print
57157	Japanese	1952	Print
57158	Brazilian	1952	Print
57159	Canadian	1959	Print
57160	French	1880	Print
57161	British	1965	Print
57162	American	1918	Print
57163	American	1973	Print
57164	Argentine	1978	Print
57165	American	1983	Print
57166	American	1955	Print
57167	German	1986	Print
57168	British	1987	Print
57169	American	1990	Print
57170	American	1993	Print
57171	American	1970	Print
57172	French	1898	Print
57173	Mexican	1943	Print
57174	American	1900	Print
57175	French	1906	Print
57176	French	1899	Print
57177	British	1915	Print
57178	French	1893	Print
57179	French	1880	Print
57180	British	1952	Print
57181	American	1918	Print
57182	American	1972	Print
57183	Argentine	1978	Print
57184	American	1984	Print
57185	American	1985	Print
57186	German	1986	Print
57187	British	1987	Print
57188	American	1990	Print
57189	American	1973	Print
57190	American	1967	Print
57191	French	1889	Print
57192	Mexican	1940	Print
57193	American	1900	Print
57194	French	1896	Print
57195	French	1896	Print
57196	French	1896	Print
57197	French	1896	Print
57198	French	1896	Print
57199	French	1896	Print
57200	French	1896	Print
57201	French	1896	Print
57202	French	1896	Print
57203	French	1896	Print
57204	French	1896	Print
57205	French	1896	Print
57206	French	1896	Print
57207	French	1941	Print
57208	German	1919	Print
57209	British	1915	Print
57210	American	1952	Print
57211	French	1932	Print
57212	French	1880	Print
57213	British	1953	Print
57214	American	1918	Print
57215	French	1955	Print
57216	French	1957	Print
57217	Argentine	1978	Print
57218	American	1985	Print
57219	American	1985	Print
57220	German	1986	Print
57221	French	1987	Print
57222	American	1990	Print
57223	American	1993	Print
57224	American	1998	Print
57225	French	1898	Print
57226	Mexican	1941	Print
57227	French	1930	Print
57228	French	1920	Print
57229	French	1893	Print
57230	French	1927	Print
57231	French	1883	Print
57232	American	1919	Print
57233	American	1970	Print
57234	American	1972	Print
57235	American	1978	Print
57236	American	1985	Print
57237	American	1985	Print
57238	German	1986	Print
57239	French	1987	Print
57240	American	1990	Print
57241	American	1993	Print
57242	American	1998	Print
57243	French	1890	Print
57244	American	1929	Print
57245	Spanish	1938	Print
57246	French	1840	Print
57247	American	1924	Print
57248	American	1970	Print
57249	American	1978	Print
57250	American	1981	Print
57251	Japanese	1984	Print
57252	American	1940	Print
57253	American	1981	Print
57254	French	1987	Print
57255	American	1990	Print
57256	American	1990	Print
57257	American	1990	Multiple
57258	American	1990	Print
57259	American	1990	Print
57260	American	1990	Print
57261	American	1990	Print
57262	American	1990	Print
57263	American	1990	Print
57264	American	1990	Print
57265	American	1990	Print
57266	American	1990	Print
57267	American	1990	Print
57268	American	1991	Print
57269	American	1990	Print
57270	American	1990	Print
57271	American	1990	Print
57272	Pakistani	1999	Print
57273	French	1932	Print
57274	French	1932	Print
57275	American	1937	Print
57276	American	1960	Print
57277	American	1965	Print
57278	American	1970	Print
57279	American	1972	Print
57280	American	1975	Print
57281	American	1981	Print
57282	American	1955	Print
57283	British	1985	Print
57284	American	1984	Print
57285	Russian	1990	Print
57286	Russian	1990	Print
57287	Russian	1990	Print
57288	Russian	1990	Print
57289	Russian	1990	Print
57290	Russian	1990	Print
57291	Russian	1990	Print
57292	German	1998	Print
57293	Korean	2000	Print
57294	American	1941	Print
57295	French	1890	Print
57296	French	1932	Print
57297	Mexican	1947	Print
57298	Spanish	1959	Print
57299	American	1960	Print
57300	Japanese	1963	Print
57301	Swiss	1964	Print
57302	American	1969	Print
57303	American	1972	Print
57304	American	1978	Print
57305	Austrian	1949	Print
57306	American	1952	Print
57307	British	1987	Print
57308	French	1984	Print
57309	American	1994	Print
57310	American	1994	Print
57311	American	1994	Print
57312	American	1994	Print
57313	American	1999	Print
57314	Korean	1998	Print
57315	French	1924	Print
57316	French	1924	Print
57317	French	1924	Print
57318	American	1924	Print
57319	French	1924	Print
57320	French	1924	Print
57321	French	1924	Print
57322	French	1924	Print
57323	French	1924	Print
57324	French	1924	Print
57325	French	1924	Print
57326	French	1924	Print
57327	French	1924	Print
57328	French	1924	Print
57329	French	1924	Print
57330	French	1924	Print
57331	French	1924	Print
57332	French	1893	Print
57333	Mexican	1947	Print
57334	Spanish	1959	Print
57335	American	1960	Print
57336	Japanese	1963	Print
57337	British	1920	Print
57338	American	1972	Print
57339	American	1978	Print
57340	American	1978	Print
57341	Austrian	1952	Print
57342	American	1987	Print
57343	American	1982	Print
57344	Australian	1997	Print
57345	Spanish	1939	Print
57346	German	1919	Print
57347	Mexican	1944	Print
57348	American	1956	Print
57349	Spanish	1959	Print
57350	Japanese	1963	Print
57351	Spanish	1965	Print
57352	American	1970	Print
57353	American	1973	Print
57354	American	1973	Print
57355	American	1973	Print
57356	American	1973	Print
57357	American	1973	Print
57358	American	1973	Print
57359	American	1973	Print
57360	American	1973	Print
57361	American	1973	Print
57362	American	1973	Print
57363	American	1973	Print
57364	American	1973	Print
57365	American	1973	Print
57366	American	1973	Print
57367	American	1973	Print
57368	American	1973	Print
57369	American	1973	Print
57370	American	1973	Print
57371	American	1973	Print
57372	American	1973	Print
57373	American	1973	Print
57374	American	1973	Print
57375	American	1973	Print
57376	American	1973	Print
57377	American	1973	Print
57378	American	1973	Print
57379	American	1973	Print
57380	American	1973	Print
57381	American	1973	Print
57382	American	1973	Print
57383	American	1973	Print
57384	American	1945	Print
57385	American	1972	Print
57386	German	1907	Print
57387	Dutch	1986	Print
57388	British	1982	Print
57389	American	1991	Print
57390	American	1999	Print
57391	Spanish	1939	Print
57392	French	1927	Print
57393	American	1952	Print
57394	Canadian	1959	Print
57395	Japanese	1962	Print
57396	British	1965	Print
57397	American	1970	Print
57398	Spanish	1967	Print
57399	American	1978	Print
57400	American	1978	Print
57401	American	1978	Print
57402	American	1978	Print
57403	American	1978	Print
57404	American	1978	Print
57405	American	1978	Print
57406	American	1978	Print
57407	American	1980	Print
57408	American	1980	Print
57409	American	1980	Print
57410	American	1980	Print
57411	American	1980	Print
57412	American	1980	Print
57413	American	1980	Print
57414	American	1980	Print
57415	American	1980	Print
57416	American	1980	Print
57417	American	1980	Print
57418	American	1980	Print
57419	American	1980	Print
57420	American	1980	Print
57421	American	1980	Print
57422	American	1980	Print
57423	French	1938	Print
57424	American	1951	Print
57425	American	1978	Print
57426	German	1922	Print
57427	American	1998	Print
57428	German	1999	Print
57429	Spanish	1939	Print
57430	German	1919	Print
57431	Japanese	1947	Print
57432	Canadian	1959	Print
57433	British	1964	Print
57434	American	1965	Print
57435	American	1966	Print
57436	American	1971	Print
57437	French	1904	Print
57438	French	1938	Print
57439	American	1954	Print
57440	Danish	1987	Print
57441	German	1922	Print
57442	American	1998	Print
57443	Various	1999	Print
57444	French	1932	Print
57445	Spanish	1939	Print
57446	French	1950	Print
57447	Dutch	1949	Print
57448	German	1922	Print
57449	Canadian	1954	Print
57450	Colombian	1961	Print
57451	British	1964	Print
57452	American	1970	Print
57453	American	1972	Print
57454	Danish	1972	Print
57455	American	1983	Print
57456	German	1988	Print
57457	German	1988	Print
57458	German	1988	Print
57459	German	1988	Print
57460	German	1988	Print
57461	German	1988	Print
57462	German	1922	Print
57463	American	1998	Print
57464	American	1999	Print
57465	American	1999	Print
57466	American	1999	Print
57467	American	1999	Print
57468	American	1999	Print
57469	American	1999	Print
57470	American	1999	Print
57471	American	1999	Print
57472	American	1999	Print
57473	Spanish	1939	Print
57474	Norwegian	1922	Print
57475	Dutch	1950	Print
57476	German	1912	Print
57477	Belgian	1925	Print
57478	Colombian	1961	Print
57479	American	1970	Print
57480	Polish	1970	Print
57481	American	1985	Print
57482	Spanish	1987	Print
57483	American	1989	Print
57484	Austrian	1966	Print
57485	American	1987	Print
57486	German	1912	Print
57487	Spanish	1939	Print
57488	French	1950	Print
57489	Dutch	1951	Print
57490	French	1954	Print
57491	Colombian	1943	Print
57492	American	1969	Print
57493	American	1970	Print
57494	American	1977	Print
57495	Various	1977	Print
57496	American	1977	Print
57497	American	1977	Print
57498	American	1977	Print
57499	American	1977	Print
57500	American	1976	Print
57501	French	1977	Print
57502	American	1977	Print
57503	American	1977	Print
57504	American	1977	Print
57505	American	1977	Print
57506	American	1977	Print
57507	American	1977	Print
57508	American	1985	Print
57509	Spanish	1945	Print
57510	French	1989	Print
57511	German	1964	Print
57512	Various	1964	Print
57513	Portuguese	1964	Print
57514	British	1964	Print
57515	Swiss	1964	Print
57516	French	1964	Print
57517	French	1964	Print
57518	American	1999	Print
57519	German	1905	Print
57520	Spanish	1939	Print
57521	Chilean	1950	Print
57522	French	1894	Print
57523	Dutch	1952	Print
57524	French	1926	Print
57525	French	1903	Print
57526	Colombian	1963	Print
57527	American	1969	Print
57528	American	1970	Print
57529	American	1969	Print
57530	American	1969	Print
57531	American	1969	Print
57532	American	1969	Print
57533	American	1969	Print
57534	American	1969	Print
57535	American	1969	Print
57536	American	1969	Print
57537	American	1969	Print
57538	American	1969	Print
57539	American	1969	Print
57540	American	1969	Print
57541	American	1969	Print
57542	American	1969	Print
57543	American	1969	Print
57544	American	1969	Print
57545	American	1969	Print
57546	American	1970	Print
57547	American	1969	Print
57548	American	1969	Print
57549	American	1969	Print
57550	American	1969	Print
57551	American	1969	Print
57552	American	1969	Print
57553	American	1969	Print
57554	American	1969	Print
57555	American	1969	Print
57556	American	1969	Print
57557	American	1969	Print
57558	American	1969	Print
57559	American	1969	Print
57560	American	1969	Print
57561	American	1969	Print
57562	American	1969	Print
57563	American	1969	Print
57564	American	1969	Print
57565	American	1969	Print
57566	American	1970	Print
57567	American	1969	Print
57568	American	1969	Print
57569	American	1969	Print
57570	American	1969	Print
57571	American	1969	Print
57572	American	1969	Print
57573	American	1969	Print
57574	American	1969	Print
57575	American	1969	Print
57576	American	1969	Print
57577	American	1969	Print
57578	American	1976	Print
57579	American	1944	Print
57580	German	1972	Print
57581	British	1966	Print
57582	Italian	1929	Print
57583	German	1915	Print
57584	Spanish	1939	Print
57585	American	1949	Print
57586	French	1948	Print
57587	Dutch	1952	Print
57588	French	1908	Print
57589	Colombian	1961	Print
57590	American	1969	Print
57591	American	1969	Print
57592	American	1969	Print
57593	American	1969	Print
57594	American	1969	Print
57595	American	1969	Print
57596	American	1969	Print
57597	American	1969	Print
57598	American	1969	Print
57599	American	1969	Print
57600	American	1972	Print
57601	American	1976	Print
57602	American	1934	Print
57603	German	1971	Print
57604	German	1980	Print
57605	Italian	1929	Print
57606	German	1921	Print
57607	Spanish	1939	Print
57608	French	1899	Print
57609	French	1894	Print
57610	French	1953	Print
57611	Brazilian	1957	Print
57612	Colombian	1962	Print
57613	Venezuelan	1970	Print
57614	Colombian	1972	Print
57615	Various	1972	Print
57616	Mexican	1972	Print
57617	Mexican	1972	Print
57618	Mexican	1972	Print
57619	Mexican	1972	Print
57620	Spanish	1972	Print
57621	Mexican	1972	Print
57622	Venezuelan	1972	Print
57623	Venezuelan	1972	Print
57624	Venezuelan	1972	Print
57625	Venezuelan	1972	Print
57626	Colombian	1972	Print
57627	Venezuelan	1972	Print
57628	Venezuelan	1972	Print
57629	Colombian	1972	Print
57630	Colombian	1972	Print
57631	Colombian	1972	Print
57632	Colombian	1972	Print
57633	Mexican	1972	Print
57634	Mexican	1972	Print
57635	Mexican	1972	Print
57636	German	1971	Multiple
57637	American	1983	Print
57638	German	1974	Print
57639	German	1911	Print
57640	Spanish	1939	Print
57641	French	1893	Print
57642	American	1922	Print
57643	French	1926	Print
57644	American	1964	Print
57645	French	1970	Print
57646	Chilean	1976	Print
57647	American	1983	Print
57648	German	1971	Print
57649	American	1952	Print
57650	Swiss	1998	Multiple
57651	Bulgarian	1926	Print
57652	German	1919	Print
57653	Spanish	1939	Print
57654	American	1947	Print
57655	French	1934	Print
57656	German	1900	Print
57657	French	1929	Print
57658	American	1970	Print
57659	American	1976	Print
57660	American	1984	Print
57661	American	1985	Print
57662	French	1983	Print
57663	German	1998	Print
57664	Bulgarian	1926	Print
57665	Spanish	1939	Print
57666	American	1947	Print
57667	French	1923	Print
57668	British	1926	Print
57669	German	1922	Print
57670	Italian	1950	Print
57671	American	1970	Print
57672	American	1977	Print
57673	American	1984	Print
57674	American	1987	Multiple
57675	British	1998	Print
57676	Bulgarian	1926	Print
57677	Spanish	1939	Print
57678	American	1948	Print
57679	Norwegian	1902	Print
57680	Venezuelan	1965	Print
57681	American	1970	Print
57682	American	1977	Print
57683	British	1983	Print
57684	American	1986	Print
57685	American	1987	Print
57686	American	1990	Print
57687	American	1998	Print
57688	French	1927	Print
57689	French	1927	Print
57690	Spanish	1939	Print
57691	German	1920	Print
57692	German	1900	Print
57693	American	1962	Print
57694	American	1970	Print
57695	British	1964	Print
57696	German	1983	Print
57697	American	1986	Print
57698	American	1987	Print
57699	American	1980	Print
57700	Spanish	1939	Print
57701	German	1880	Print
57702	German	1880	Print
57703	German	1880	Print
57704	German	1880	Print
57705	Spanish	1956	Print
57706	Brazilian	1962	Print
57707	American	1962	Print
57708	American	1970	Print
57709	American	1973	Print
57710	American	1973	Print
57711	American	1973	Print
57712	American	1973	Print
57713	American	1973	Print
57714	American	1973	Print
57715	American	1973	Print
57716	American	1973	Print
57717	American	1973	Print
57718	American	1973	Print
57719	American	1973	Print
57720	American	1973	Print
57721	American	1973	Print
57722	American	1973	Print
57723	American	1973	Print
57724	American	1973	Print
57725	American	1973	Print
57726	American	1973	Print
57727	American	1973	Print
57728	American	1973	Print
57729	German	1910	Print
57730	Italian	1985	Print
57731	American	1975	Print
57732	American	1990	Print
57733	Spanish	1939	Print
57734	Austrian	1921	Print
57735	French	1897	Print
57736	French	1897	Print
57737	French	1897	Print
57738	French	1897	Print
57739	French	1897	Print
57740	French	1897	Print
57741	French	1897	Print
57742	French	1897	Print
57743	French	1897	Print
57744	French	1897	Print
57745	French	1897	Print
57746	French	1955	Print
57747	American	1962	Print
57748	American	1970	Print
57749	American	1975	Print
57750	German	1984	Print
57751	British	1986	Print
57752	American	1988	Print
57753	Spanish	1939	Print
57754	Norwegian	1937	Print
57755	French	1893	Print
57756	German	1965	Print
57757	American	1969	Print
57758	American	1944	Print
57759	German	1920	Print
57760	American	1971	Print
57761	American	1988	Print
57762	Mexican	1989	Print
57763	American	1986	Print
57764	Spanish	1939	Print
57765	Norwegian	1932	Print
57766	French	1896	Print
57767	Italian	1960	Print
57768	American	1970	Print
57769	American	1944	Print
57770	American	1984	Print
57771	American	1971	Print
57772	American	1965	Print
57773	American	1989	Print
57774	Spanish	1939	Print
57775	Norwegian	1947	Print
57776	French	1907	Print
57777	American	1911	Print
57778	Japanese	1965	Print
57779	American	1970	Print
57780	Austrian	1974	Print
57781	American	1984	Print
57782	American	1971	Print
57783	American	1987	Print
57784	French	1985	Print
57785	Spanish	1939	Print
57786	American	1949	Print
57787	French	1950	Print
57788	French	1910	Print
57789	Venezuelan	1963	Print
57790	Japanese	1965	Print
57791	American	1970	Print
57792	Austrian	1975	Print
57793	German	1984	Print
57794	Italian	1982	Print
57795	Italian	1983	Print
57796	Italian	1982	Print
57797	Italian	1982	Print
57798	Italian	1982	Print
57799	Italian	1982	Print
57800	Italian	1982	Print
57801	American	1987	Print
57802	American	1990	Print
57803	Spanish	1939	Print
57804	American	1949	Print
57805	British	1950	Print
57806	French	1911	Print
57807	American	1963	Print
57808	Italian	1920	Print
57809	American	1970	Print
57810	American	1970	Print
57811	American	1970	Print
57812	American	1970	Print
57813	American	1970	Print
57814	American	1970	Print
57815	American	1970	Print
57816	American	1970	Print
57817	American	1970	Print
57818	American	1970	Print
57819	American	1970	Print
57820	American	1970	Print
57821	American	1970	Print
57822	American	1970	Print
57823	American	1970	Print
57824	American	1970	Print
57825	American	1970	Print
57826	American	1970	Print
57827	American	1970	Print
57828	American	1970	Print
57829	American	1970	Print
57830	Austrian	1975	Print
57831	German	1984	Print
57832	German	1908	Print
57833	American	1987	Print
57834	British	1989	Print
57835	Spanish	1939	Print
57836	British	1950	Print
57837	British	1905	Print
57838	American	1970	Print
57839	Austrian	1975	Print
57840	American	1975	Print
57841	American	1975	Print
57842	American	1975	Print
57843	American	1975	Print
57844	American	1975	Print
57845	American	1975	Print
57846	American	1975	Print
57847	British	1984	Print
57848	British	1989	Print
57849	American	1932	Print
57850	Spanish	1939	Print
57851	Bolivian	1944	Print
57852	British	1950	Print
57853	British	1894	Print
57854	Spanish	1959	Print
57855	Italian	1964	Print
57856	American	1967	Print
57857	American	1974	Print
57858	American	1981	Print
57859	German	1974	Print
57860	American	1986	Print
57861	Various	1986	Print
57862	American	1986	Print
57863	American	1986	Print
57864	American	1986	Print
57865	American	1986	Print
57866	American	1986	Print
57867	American	1986	Print
57868	American	1986	Print
57869	Australian	1986	Print
57870	American	1986	Print
57871	American	1986	Print
57872	American	1986	Print
57873	American	1986	Print
57874	American	1986	Print
57875	American	1986	Print
57876	American	1986	Print
57877	Swiss	1989	Print
57878	American	1991	Print
57879	Spanish	1939	Print
57880	French	1951	Print
57881	Spanish	1963	Print
57882	American	1970	Print
57883	American	1970	Print
57884	American	1970	Print
57885	American	1970	Print
57886	American	1970	Print
57887	American	1970	Print
57888	American	1970	Print
57889	American	1970	Print
57890	American	1970	Print
57891	American	1970	Print
57892	American	1970	Print
57893	British	1914	Print
57894	Austrian	1980	Print
57895	British	1984	Print
57896	American	1989	Print
57897	American	1989	Print
57898	American	1989	Print
57899	American	1989	Print
57900	American	1989	Print
57901	American	1989	Print
57902	American	1989	Print
57903	American	1989	Print
57904	American	1989	Print
57905	American	1989	Print
57906	American	1989	Print
57907	American	1989	Print
57908	American	1989	Print
57909	Spanish	1939	Print
57910	French	1934	Print
57911	French	1951	Print
57912	French	1953	Print
57913	Dutch	1963	Print
57914	Spanish	1961	Print
57915	Australian	1975	Print
57916	French	1922	Print
57917	American	1987	Print
57918	German	1989	Print
57919	Spanish	1939	Print
57920	Norwegian	1946	Print
57921	American	1951	Print
57922	German	1900	Print
57923	French	1951	Print
57924	American	1929	Print
57925	Spanish	1953	Print
57926	Belgian	1966	Print
57927	American	1985	Print
57928	German	1989	Print
57929	British	1997	Print
57930	American	1941	Print
57931	Spanish	1939	Print
57932	French	1951	Print
57933	British	1944	Print
57934	Israeli	1953	Print
57935	American	1963	Print
57936	Spanish	1957	Print
57937	Uruguayan	1965	Print
57938	American	1958	Print
57939	Spanish	1985	Print
57940	American	1932	Print
57941	Spanish	1939	Print
57942	American	1951	Print
57943	Argentine	1963	Print
57944	American	1984	Print
57945	Spanish	1936	Print
57946	American	1993	Print
57947	Spanish	1939	Print
57948	Swedish	1950	Print
57949	German	1923	Print
57950	Japanese	1953	Print
57951	German	1917	Print
57952	British	1953	Print
57953	Argentine	1963	Print
57954	Italian	1963	Print
57955	Argentine	1966	Print
57956	American	1984	Print
57957	Mexican	1989	Print
57958	Spanish	1939	Print
57959	Japanese	1954	Print
57960	Canadian	1947	Print
57961	British	1927	Print
57962	Argentine	1963	Print
57963	Italian	1963	Print
57964	French	1896	Print
57965	Argentine	1966	Print
57966	American	1986	Print
57967	French	1974	Print
57968	Spanish	1939	Print
57969	Japanese	1952	Print
57970	French	1953	Print
57971	British	1925	Print
57972	Argentine	1963	Print
57973	Italian	1963	Print
57974	Swiss	1980	Print
57975	German	1923	Print
57976	Spanish	1939	Print
57977	Swiss	1950	Print
57978	Japanese	1952	Print
57979	American	1955	Print
57980	French	1895	Print
57981	Brazilian	1964	Print
57982	Italian	1963	Print
57983	Brazilian	1965	Print
57984	Italian	1974	Print
57985	German	1984	Print
57986	American	1985	Print
57987	Swiss	1992	Print
57988	German	1910	Print
57989	Spanish	1939	Print
57990	Spanish	1950	Print
57991	American	1952	Print
57992	French	1931	Print
57993	French	1899	Print
57994	Uruguayan	1962	Print
57995	Belgian	1976	Print
57996	German	1982	Print
57997	French	1957	Print
57998	American	1989	Print
57999	American	1989	Print
58000	American	1989	Print
58001	American	1989	Print
58002	American	1989	Print
58003	German	1912	Print
58004	Spanish	1939	Print
58005	German	1918	Print
58006	Mexican	1945	Print
58007	Colombian	1964	Print
58008	Colombian	1964	Print
58009	Colombian	1964	Print
58010	Colombian	1964	Print
58011	Colombian	1964	Print
58012	Colombian	1964	Print
58013	Colombian	1964	Print
58014	Colombian	1964	Print
58015	Colombian	1964	Print
58016	Colombian	1964	Print
58017	Colombian	1964	Print
58018	Colombian	1964	Print
58019	Colombian	1964	Print
58020	Belgian	1976	Print
58021	American	1971	Print
58022	American	1963	Print
58023	American	1988	Print
58024	Spanish	1939	Print
58025	French	1895	Print
58026	German	1923	Print
58027	Mexican	1947	Print
58028	Spanish	1954	Print
58029	Belgian	1966	Print
58030	American	1971	Print
58031	American	1982	Print
58032	Italian	1984	Print
58033	American	1986	Print
58034	American	1986	Print
58035	American	1986	Print
58036	American	1986	Print
58037	American	1986	Print
58038	American	1986	Print
58039	American	1986	Print
58040	American	1986	Print
58041	American	1986	Print
58042	American	1985	Print
58043	American	1986	Print
58044	American	1986	Print
58045	American	1988	Print
58046	Spanish	1939	Print
58047	German	1921	Print
58048	Mexican	1948	Print
58049	Argentine	1964	Print
58050	Chilean	1963	Print
58051	American	1975	Print
58052	Icelandic	1981	Print
58053	American	1929	Print
58054	Portuguese	1989	Print
58055	Spanish	1939	Print
58056	American	1950	Print
58057	German	1924	Print
58058	Italian	1963	Print
58059	Argentine	1964	Print
58060	Chilean	1963	Print
58061	Russian	1963	Print
58062	Icelandic	1982	Print
58063	American	1965	Print
58064	American	1989	Print
58065	American	1989	Print
58066	American	1989	Print
58067	American	1989	Print
58068	American	1989	Print
58069	Spanish	1939	Print
58070	German	1923	Print
58071	Danish	1952	Print
58072	Danish	1952	Print
58073	Danish	1952	Print
58074	Danish	1952	Print
58075	Danish	1952	Print
58076	Danish	1952	Print
58077	Danish	1952	Print
58078	Danish	1952	Print
58079	Danish	1952	Print
58080	German	1924	Print
58081	Italian	1962	Print
58082	Argentine	1964	Print
58083	American	1975	Print
58084	Australian	1982	Print
58085	American	1984	Print
58086	Swiss	1969	Print
58087	American	1997	Print
58088	American	1933	Print
58089	American	1942	Print
58090	Spanish	1939	Print
58091	Chilean	1950	Print
58092	American	1954	Print
58093	American	1962	Print
